brand,model,sporty_score,luxury_score,offroad_score,economy_score,ev_score,item_id
BMW,650I Gran Coupe,0.75,0.92,0.21,0.54,0.91,BMW_650IGranCoupe
BMW,650I Xdrive Convertible,0.2,0.17,0.24,0.3899999999999999,0.17,BMW_650IXdriveConvertible
BMW,650I Xdrive Coupe,0.01,0.79,0.29,0.69,0.46,BMW_650IXdriveCoupe
BMW,650I Xdrive Gran Coupe,0.73,0.05,0.21,0.2,0.52,BMW_650IXdriveGranCoupe
BMW,7 Series,0.5616120689655173,0.3411034482758621,0.3148275862068965,0.5739137931034484,0.5949396551724138,BMW_7Series
BMW,735I,0.72,0.86,1.0,0.66,0.82,BMW_735I
BMW,735I Luxury,0.69,0.39,0.71,0.7,0.52,BMW_735ILuxury
BMW,735Il,0.44,0.17,0.34,0.79,0.86,BMW_735Il
BMW,745E Xdrive,0.35,0.69,0.87,0.31,0.58,BMW_745EXdrive
BMW,745I,0.64,0.74,0.9,0.19,0.05,BMW_745I
BMW,745Li,0.33,0.07,0.27,0.16,0.95,BMW_745Li
BMW,750 Series,0.15,0.41,0.26,0.22,0.11,BMW_750Series
BMW,750I,0.6900000000000001,0.58,0.68,0.4899999999999999,0.46,BMW_750I
BMW,750I Xdrive,0.8100000000000002,0.31,0.12,0.27,0.69,BMW_750IXdrive
BMW,750I Xdrive Sedan,0.42,0.77,0.53,0.5,0.99,BMW_750IXdriveSedan
BMW,750Il,0.62,0.52,0.35,0.51,0.54,BMW_750Il
BMW,750Il/750Il Protection,0.31,0.46,0.88,0.31,0.68,BMW_750Il/750IlProtection
BMW,750Li,0.584,0.634,0.418,0.434,0.404,BMW_750Li
BMW,750Li Xdrive,0.21,0.48,0.87,0.1,0.37,BMW_750LiXdrive
BMW,760I,0.11,0.14,0.95,0.3,0.69,BMW_760I
BMW,760I Xdrive Sedan,0.24,0.38,0.89,0.09,0.54,BMW_760IXdriveSedan
BMW,760Li,0.4599999999999999,0.35,0.515,0.7050000000000001,0.63,BMW_760Li
BMW,840Ci,0.03,0.21,0.86,0.98,0.9499999999999998,BMW_840Ci
BMW,840I Convertible,0.82,0.7399999999999999,0.45,0.13,0.45,BMW_840IConvertible
BMW,840I Coupe,0.6,0.28,0.47,0.59,0.62,BMW_840ICoupe
BMW,840I Gran Coupe,0.85,0.55,0.59,0.53,0.28,BMW_840IGranCoupe
BMW,840I Xdrive Convertible,0.26,0.68,0.19,0.85,0.87,BMW_840IXdriveConvertible
BMW,840I Xdrive Coupe,0.3499999999999999,0.7600000000000001,0.03,0.44,0.21,BMW_840IXdriveCoupe
BMW,840I Xdrive Gran Coupe,0.9,0.05,0.89,0.52,0.74,BMW_840IXdriveGranCoupe
BMW,850Ci,0.05,0.5,0.59,0.52,0.83,BMW_850Ci
BMW,850Csi,0.64,0.06,0.44,0.23,0.95,BMW_850Csi
BMW,850I,0.04,0.21,0.5,0.45,0.16,BMW_850I
BMW,Active E,0.72,0.81,0.89,0.05,0.88,BMW_ActiveE
BMW,Activehybrid 3,0.26,0.63,0.77,0.45,0.21,BMW_Activehybrid3
BMW,Activehybrid 5,0.98,0.47,0.23,0.64,0.26,BMW_Activehybrid5
BMW,Activehybrid 7,0.12,0.43,0.26,0.15,0.76,BMW_Activehybrid7
BMW,Activehybrid 7I,0.19,0.26,0.98,0.61,0.34,BMW_Activehybrid7I
BMW,Activehybrid 7L,0.35,0.79,0.12,0.69,0.47,BMW_Activehybrid7L
BMW,Activehybrid 7Li,0.73,0.53,0.13,0.66,0.97,BMW_Activehybrid7Li
BMW,Activehybrid X6,0.98,0.88,0.11,0.02,0.27,BMW_ActivehybridX6
BMW,Alpina B6 Gran Coupe Xdrive,0.27,0.43,0.49,0.44,0.8,BMW_AlpinaB6GranCoupeXdrive
BMW,Alpina B6 Xdrive Gran Coupe,0.83,0.38,0.1,0.59,0.18,BMW_AlpinaB6XdriveGranCoupe
BMW,Alpina B7,0.46,0.91,0.62,0.5,0.36,BMW_AlpinaB7
BMW,Alpina B7 Lwb,0.7200000000000001,0.77,0.4000000000000001,0.7399999999999999,0.51,BMW_AlpinaB7Lwb
BMW,Alpina B7 Lwb Xdrive,0.31,0.81,0.52,0.51,0.41,BMW_AlpinaB7LwbXdrive
BMW,Alpina B7 Swb,0.09,0.3899999999999999,0.31,0.53,0.26,BMW_AlpinaB7Swb
BMW,Alpina B7 Swb Xdrive,0.56,0.5,0.84,0.64,0.13,BMW_AlpinaB7SwbXdrive
BMW,Alpina B7 Xdrive,0.36,0.51,0.29,0.49,0.57,BMW_AlpinaB7Xdrive
BMW,Alpina B8 Gran Coupe,0.11,0.38,0.01,0.32,0.2,BMW_AlpinaB8GranCoupe
BMW,Alpina Xb7,0.81,0.61,0.76,0.9,0.62,BMW_AlpinaXb7
BMW,I3,0.73,0.9,0.29,0.3,0.37,BMW_I3
BMW,I3 (94Ah),0.96,0.41,0.37,0.85,0.27,BMW_I3(94Ah)
BMW,I3 (94Ah) With Range Extender,0.68,0.73,0.54,0.89,0.0,BMW_I3(94Ah)WithRangeExtender
BMW,I3 Bev,0.3,0.1,0.79,0.67,0.59,BMW_I3Bev
BMW,I3 Bev (60  Amp-Hour Battery),0.47,0.61,0.79,0.83,0.33,BMW_I3Bev(60Amp-HourBattery)
BMW,I3 Bev (94 Amp-Hour Battery),0.46,0.51,0.48,0.64,0.83,BMW_I3Bev(94Amp-HourBattery)
BMW,I3 Rex,0.13,0.81,0.39,0.15,0.91,BMW_I3Rex
BMW,I3 Rex  (94 Amp-Hour Battery),0.8,0.31,0.16,0.43,0.98,BMW_I3Rex(94Amp-HourBattery)
BMW,I3 With Range Extender,0.94,0.62,0.12,0.49,0.7,BMW_I3WithRangeExtender
BMW,I3S,0.53,0.97,0.41,0.92,0.72,BMW_I3S
BMW,I3S (94Ah),0.82,0.91,0.03,0.55,0.82,BMW_I3S(94Ah)
BMW,I3S (94Ah) With Range Extender,0.32,0.37,0.43,0.41,0.56,BMW_I3S(94Ah)WithRangeExtender
BMW,I3S With Range Extender,0.34,0.8,0.43,0.79,0.2,BMW_I3SWithRangeExtender
BMW,I4 Edrive35 Gran Coupe (18 Inch Wheels),0.81,0.69,0.32,0.04,0.81,BMW_I4Edrive35GranCoupe(18InchWheels)
BMW,I4 Edrive35 Gran Coupe (19 Inch Wheels),0.11,0.01,0.56,0.05,0.33,BMW_I4Edrive35GranCoupe(19InchWheels)
BMW,I4 Edrive40 Gran Coupe (18 Inch Wheels),0.475,0.35,0.6599999999999999,0.1699999999999999,0.49,BMW_I4Edrive40GranCoupe(18InchWheels)
BMW,I4 Edrive40 Gran Coupe (19 Inch Wheels),0.58,0.8533333333333334,0.64,0.7633333333333333,0.5466666666666667,BMW_I4Edrive40GranCoupe(19InchWheels)
BMW,I4 M50 Gran Coupe (19 Inch Wheels),0.1,0.52,0.05,0.67,0.78,BMW_I4M50GranCoupe(19InchWheels)
BMW,I4 M50 Gran Coupe (20 Inch Wheels),0.4,0.96,0.35,0.73,0.92,BMW_I4M50GranCoupe(20InchWheels)
BMW,I4 Xdrive40 Gran Coupe (18 Inch Wheels),0.1,0.92,0.32,0.84,0.76,BMW_I4Xdrive40GranCoupe(18InchWheels)
BMW,I4 Xdrive40 Gran Coupe (19 Inch Wheels),0.67,0.67,0.27,0.65,0.34,BMW_I4Xdrive40GranCoupe(19InchWheels)
BMW,I5 Edrive40 Sedan (19 Inch Wheels),0.62,0.39,0.83,0.91,0.39,BMW_I5Edrive40Sedan(19InchWheels)
BMW,I5 Edrive40 Sedan (20 Inch Wheels),0.61,0.99,0.46,0.58,0.4,BMW_I5Edrive40Sedan(20InchWheels)
BMW,I5 Edrive40 Sedan (21 Inch Wheels),0.79,0.68,0.39,0.9,0.22,BMW_I5Edrive40Sedan(21InchWheels)
BMW,I5 M60 Xdrive Sedan (19 Inch Wheels),0.9,0.97,0.62,0.5,0.09,BMW_I5M60XdriveSedan(19InchWheels)
BMW,I5 M60 Xdrive Sedan (20 Inch Wheels),0.09,0.26,0.48,0.25,0.78,BMW_I5M60XdriveSedan(20InchWheels)
BMW,I5 M60 Xdrive Sedan (21 Inch Wheels),0.56,0.76,0.39,0.32,0.02,BMW_I5M60XdriveSedan(21InchWheels)
BMW,I7 Edrive50 Sedan (19 Inch Wheels),0.13,0.45,0.6,0.33,0.26,BMW_I7Edrive50Sedan(19InchWheels)
BMW,I7 Edrive50 Sedan (20 Inch Wheels),0.82,0.97,0.58,0.82,0.1,BMW_I7Edrive50Sedan(20InchWheels)
BMW,I7 Edrive50 Sedan (21 Inch Wheels),0.59,0.04,0.32,0.87,0.41,BMW_I7Edrive50Sedan(21InchWheels)
BMW,I7 M70 Xdrive Sedan (20 Inch Wheels),0.26,0.46,0.74,0.81,0.58,BMW_I7M70XdriveSedan(20InchWheels)
BMW,I7 M70 Xdrive Sedan (21 Inch Wheels),0.26,0.19,0.82,0.6,0.76,BMW_I7M70XdriveSedan(21InchWheels)
BMW,I7 Xdrive60 Sedan (19 Inch Wheels),0.01,0.73,0.29,0.39,0.69,BMW_I7Xdrive60Sedan(19InchWheels)
BMW,I7 Xdrive60 Sedan (20 Inch Wheels),0.19,0.24,0.53,0.87,0.86,BMW_I7Xdrive60Sedan(20InchWheels)
BMW,I7 Xdrive60 Sedan (21 Inch Wheels),0.02,0.89,0.0,0.19,0.47,BMW_I7Xdrive60Sedan(21InchWheels)
BMW,I8,0.69,0.47,0.46,0.84,0.64,BMW_I8
BMW,I8 Coupe,0.92,0.35,0.79,0.1,0.63,BMW_I8Coupe
BMW,I8 Roadster,0.39,0.02,0.94,0.4,0.61,BMW_I8Roadster
BMW,Ix M60 (21 Inch Wheels),0.5800000000000001,0.285,0.835,0.6,0.195,BMW_IxM60(21InchWheels)
BMW,Ix M60 (22 Inch Wheels),0.5549999999999999,0.6599999999999999,0.235,0.315,0.12,BMW_IxM60(22InchWheels)
BMW,Ix Xdrive40 (20 Inch Wheels),0.92,0.8,0.57,0.68,0.75,BMW_IxXdrive40(20InchWheels)
BMW,Ix Xdrive40 (21 Inch Wheels),0.18,0.15,0.71,0.84,0.13,BMW_IxXdrive40(21InchWheels)
BMW,Ix Xdrive40 (22 Inch Wheels),0.85,0.61,0.39,0.54,0.16,BMW_IxXdrive40(22InchWheels)
BMW,Ix Xdrive50 (20 Inch Wheels),0.01,0.0,0.67,0.51,0.56,BMW_IxXdrive50(20InchWheels)
BMW,Ix Xdrive50 (21 Inch Wheels),0.02,0.34,0.89,0.94,0.48,BMW_IxXdrive50(21InchWheels)
BMW,Ix Xdrive50 (22 Inch Wheels),0.49,0.53,0.27,0.4,0.64,BMW_IxXdrive50(22InchWheels)
BMW,M Coupe,0.88,0.39,0.53,0.55,0.72,BMW_MCoupe
BMW,M Roadster,0.04,0.56,0.26,0.37,0.56,BMW_MRoadster
BMW,M1 Coupe,0.13,0.2,0.16,0.83,0.28,BMW_M1Coupe
BMW,M2,0.86,0.56,0.2,0.54,0.27,BMW_M2
BMW,M2 Competition,0.67,0.23,0.56,0.61,0.05,BMW_M2Competition
BMW,M2 Competition Coupe,0.77,0.53,0.01,0.86,0.31,BMW_M2CompetitionCoupe
BMW,M2 Coupe,0.67,0.31,0.73,0.41,0.29,BMW_M2Coupe
BMW,M2 Cs Coupe,0.76,0.14,0.13,0.66,0.93,BMW_M2CsCoupe
BMW,M235I,0.48,0.79,0.13,0.31,0.56,BMW_M235I
BMW,M235I Convertible,0.63,0.3499999999999999,0.7399999999999999,0.6,0.48,BMW_M235IConvertible
BMW,M235I Xdrive,0.16,0.58,0.85,0.65,0.32,BMW_M235IXdrive
BMW,M235I Xdrive Convertible,0.61,0.4,0.33,0.88,0.62,BMW_M235IXdriveConvertible
BMW,M235I Xdrive Gran Coupe,0.44,0.71,0.63,0.53,0.53,BMW_M235IXdriveGranCoupe
BMW,M240I Convertible,0.62,0.72,0.29,0.03,0.95,BMW_M240IConvertible
BMW,M240I Coupe,0.8,0.02,0.28,0.4,0.52,BMW_M240ICoupe
BMW,M240I Coupe M Performance,0.17,0.18,0.13,0.46,0.69,BMW_M240ICoupeMPerformance
BMW,M240I Xdrive Convertible,0.88,0.44,0.44,0.16,0.19,BMW_M240IXdriveConvertible
BMW,M240I Xdrive Coupe,0.04,0.68,0.72,0.22,1.0,BMW_M240IXdriveCoupe
BMW,M240I Xdrive Coupe M Performance,0.55,0.75,0.2,0.57,0.21,BMW_M240IXdriveCoupeMPerformance
BMW,M3,0.96,0.15,0.72,0.61,0.34,BMW_M3
BMW,M3 Competition,0.69,0.61,0.34,0.5,0.64,BMW_M3Competition
BMW,M3 Competition M Xdrive Sedan,0.87,0.98,0.55,0.85,0.05,BMW_M3CompetitionMXdriveSedan
BMW,M3 Competition Sedan,0.06,0.58,0.33,0.55,0.53,BMW_M3CompetitionSedan
BMW,M3 Convertible,0.51,0.83,0.56,0.3699999999999999,0.95,BMW_M3Convertible
BMW,M3 Coupe,0.28,0.01,0.83,0.53,0.43,BMW_M3Coupe
BMW,M3 Cs,0.77,0.89,0.59,0.22,0.95,BMW_M3Cs
BMW,M3 Cs Sedan,0.16,0.41,0.12,0.86,0.43,BMW_M3CsSedan
BMW,M3 Sedan,0.3899999999999999,0.79,0.46,0.31,0.19,BMW_M3Sedan
BMW,M340I,0.22,0.61,0.21,0.99,1.0,BMW_M340I
BMW,M340I Sedan,0.1,0.02,0.73,0.69,0.34,BMW_M340ISedan
BMW,M340I Xdrive,0.59,0.21,0.12,0.48,0.5,BMW_M340IXdrive
BMW,M340I Xdrive Sedan,0.27,0.79,0.21,0.47,0.35,BMW_M340IXdriveSedan
BMW,M4 Competition Coupe,0.41,0.88,0.32,0.9,0.52,BMW_M4CompetitionCoupe
BMW,M4 Competition M Xdrive Convertible,0.65,0.03,0.92,0.34,0.24,BMW_M4CompetitionMXdriveConvertible
BMW,M4 Competition M Xdrive Coupe,0.61,0.66,0.5,0.65,0.28,BMW_M4CompetitionMXdriveCoupe
BMW,M4 Convertible,0.44,0.31,0.84,0.38,0.85,BMW_M4Convertible
BMW,M4 Convertible Competition,0.26,0.11,0.0,0.61,0.72,BMW_M4ConvertibleCompetition
BMW,M4 Coupe,0.67,0.6900000000000001,0.07,0.03,0.42,BMW_M4Coupe
BMW,M4 Coupe Competition,0.57,0.96,0.74,0.42,0.83,BMW_M4CoupeCompetition
BMW,M4 Cs,0.05,0.89,0.55,0.92,0.43,BMW_M4Cs
BMW,M4 Csl Coupe,0.92,0.05,0.77,0.51,0.1,BMW_M4CslCoupe
BMW,M4 Dtm Champions Edition,0.84,0.84,0.26,0.8,0.31,BMW_M4DtmChampionsEdition
BMW,M4 Gts,0.15,0.45,0.18,0.59,0.06,BMW_M4Gts
BMW,M440I Convertible,0.17,0.39,0.85,0.42,0.9,BMW_M440IConvertible
BMW,M440I Coupe,0.34,0.88,0.77,0.03,0.18,BMW_M440ICoupe
BMW,M440I Gran Coupe,0.38,0.64,0.92,0.77,0.01,BMW_M440IGranCoupe
BMW,M440I Xdrive Convertible,0.63,0.81,0.25,0.74,0.2,BMW_M440IXdriveConvertible
BMW,M440I Xdrive Coupe,0.6999999999999998,0.56,0.34,0.17,0.84,BMW_M440IXdriveCoupe
BMW,M440I Xdrive Gran Coupe,0.6,0.88,0.09,0.94,0.12,BMW_M440IXdriveGranCoupe
BMW,M5,0.72,0.25,0.75,0.84,0.09,BMW_M5
BMW,M5 Competition,0.16,0.22,0.06,0.27,0.67,BMW_M5Competition
BMW,M5 Competition Sedan,0.48,0.79,0.93,0.6,0.47,BMW_M5CompetitionSedan
BMW,M5 Cs Sedan,0.84,0.94,0.66,0.99,0.09,BMW_M5CsSedan
BMW,M5 Sedan,0.54,0.88,0.55,0.89,0.25,BMW_M5Sedan
BMW,M550I Xdrive,0.44,0.14,0.3899999999999999,0.11,0.7399999999999999,BMW_M550IXdrive
BMW,M550I Xdrive Sedan,0.05,0.05,0.92,0.77,0.01,BMW_M550IXdriveSedan
BMW,M6,0.03,0.5,0.25,0.3499999999999999,0.82,BMW_M6
BMW,M6 Convertible,0.28,0.51,0.48,0.49,0.71,BMW_M6Convertible
BMW,M6 Coupe,0.14,0.55,0.38,0.23,0.57,BMW_M6Coupe
BMW,M6 Gran Coupe,0.95,0.89,0.93,0.65,0.02,BMW_M6GranCoupe
BMW,M760I Xdrive,0.07,0.68,0.83,0.32,0.31,BMW_M760IXdrive
BMW,M760I Xdrive Sedan,0.05,0.35,0.87,0.76,0.32,BMW_M760IXdriveSedan
BMW,M8 Competition Convertible,0.09,0.42,0.51,0.56,0.43,BMW_M8CompetitionConvertible
BMW,M8 Competition Coupe,0.74,0.8,0.15,0.25,0.88,BMW_M8CompetitionCoupe
BMW,M8 Competition Gran Coupe,0.78,0.83,0.86,0.59,0.28,BMW_M8CompetitionGranCoupe
BMW,M8 Convertible,0.0,0.01,0.91,0.85,0.97,BMW_M8Convertible
BMW,M8 Coupe,0.32,0.02,0.52,0.8,0.22,BMW_M8Coupe
BMW,M8 Gran Coupe,0.07,0.49,0.07,0.31,0.92,BMW_M8GranCoupe
BMW,M850I Xdrive Convertible,0.25,0.29,0.46,0.66,0.56,BMW_M850IXdriveConvertible
BMW,M850I Xdrive Coupe,0.42,0.48,0.03,0.5,0.84,BMW_M850IXdriveCoupe
BMW,M850I Xdrive Gran Coupe,0.14,0.18,0.12,0.15,0.87,BMW_M850IXdriveGranCoupe
BMW,X1 M35I,0.92,0.56,0.58,0.66,0.14,BMW_X1M35I
BMW,X1 Sdrive28I,0.15,0.71,0.66,0.98,0.55,BMW_X1Sdrive28I
BMW,X1 Xdrive28I,0.78,0.0,0.28,0.67,0.78,BMW_X1Xdrive28I
BMW,X1 Xdrive35I,0.13,0.01,0.12,0.48,0.67,BMW_X1Xdrive35I
BMW,X2 M35I,0.98,0.9,0.22,0.34,0.79,BMW_X2M35I
BMW,X2 Sdrive28I,0.65,0.52,0.22,0.39,0.77,BMW_X2Sdrive28I
BMW,X2 Xdrive28I,0.02,0.43,0.57,0.99,0.3899999999999999,BMW_X2Xdrive28I
BMW,X3,0.29,0.53,0.35,0.84,0.55,BMW_X3
BMW,X3 3.0I,0.48,0.58,0.92,0.65,0.41,BMW_X33.0I
BMW,X3 3.0Si,0.14,0.43,0.46,0.1,0.9,BMW_X33.0Si
BMW,X3 M,0.38,0.13,0.05,0.88,0.31,BMW_X3M
BMW,X3 M Competition,0.62,0.99,0.44,0.75,0.32,BMW_X3MCompetition
BMW,X3 M40I,0.87,0.22,0.27,0.9499999999999998,0.18,BMW_X3M40I
BMW,X3 Sdrive 28I,0.27,0.26,0.97,0.6,0.81,BMW_X3Sdrive28I
BMW,X3 Sdrive28I,0.63,0.01,0.09,0.64,0.7,BMW_X3Sdrive28I
BMW,X3 Sdrive30I,0.94,0.52,0.85,0.6999999999999998,0.85,BMW_X3Sdrive30I
BMW,X3 Xdrive28D,0.33,0.99,0.07,0.68,0.45,BMW_X3Xdrive28D
BMW,X3 Xdrive28I,0.68,0.84,0.34,0.3,0.71,BMW_X3Xdrive28I
BMW,X3 Xdrive30E,0.86,0.34,0.73,0.08,0.09,BMW_X3Xdrive30E
BMW,X3 Xdrive30I,0.38,0.52,0.67,0.04,0.73,BMW_X3Xdrive30I
BMW,X3 Xdrive35I,0.2,0.82,0.17,0.31,0.07,BMW_X3Xdrive35I
BMW,X4 M,0.05,0.79,0.15,0.51,0.44,BMW_X4M
BMW,X4 M Competition,0.03,0.26,0.01,0.82,0.43,BMW_X4MCompetition
BMW,X4 M40I,0.08,0.05,0.05,0.21,0.66,BMW_X4M40I
BMW,X4 Xdrive28I,0.88,0.54,0.3,0.04,0.58,BMW_X4Xdrive28I
BMW,X4 Xdrive30I,0.46,0.64,0.96,0.14,0.88,BMW_X4Xdrive30I
BMW,X4 Xdrive35I,0.86,0.9,0.92,0.86,0.17,BMW_X4Xdrive35I
BMW,X5,0.88,0.79,0.61,0.37,0.3,BMW_X5
BMW,X5 3.0Si,0.75,0.28,0.55,0.65,0.81,BMW_X53.0Si
BMW,X5 4.6Is,0.18,0.3,0.0,0.47,0.66,BMW_X54.6Is
BMW,X5 4.8I,0.84,0.3,0.1,0.43,0.05,BMW_X54.8I
BMW,X5 4.8Is,0.765,0.0349999999999999,0.27,0.66,0.41,BMW_X54.8Is
BMW,X5 M,0.36,0.84,0.79,0.29,0.75,BMW_X5M
BMW,X5 M Competition,0.51,0.45,0.7,0.59,0.74,BMW_X5MCompetition
BMW,X5 M50I,0.81,0.59,0.62,0.5,0.84,BMW_X5M50I
BMW,X5 M60I Xdrive,0.63,0.16,0.75,0.07,0.37,BMW_X5M60IXdrive
BMW,X5 Sdrive35I,0.32,0.69,0.06,0.6999999999999998,0.6999999999999998,BMW_X5Sdrive35I
BMW,X5 Sdrive40I,0.67,0.27,0.36,0.86,0.43,BMW_X5Sdrive40I
BMW,X5 Xdrive 35D,0.2,0.5,0.32,0.97,0.15,BMW_X5Xdrive35D
BMW,X5 Xdrive30I,0.71,0.81,0.57,0.6,0.66,BMW_X5Xdrive30I
BMW,X5 Xdrive35D,0.3899999999999999,0.06,0.25,0.6999999999999998,0.58,BMW_X5Xdrive35D
BMW,X5 Xdrive35I,0.05,0.03,0.87,0.53,0.62,BMW_X5Xdrive35I
BMW,X5 Xdrive40E,0.66,0.23,0.11,0.38,0.51,BMW_X5Xdrive40E
BMW,X5 Xdrive40I,0.54,0.34,0.46,0.91,0.17,BMW_X5Xdrive40I
BMW,X5 Xdrive45E,0.41,0.81,0.04,0.63,0.91,BMW_X5Xdrive45E
BMW,X5 Xdrive48I,0.92,0.76,0.48,1.0,0.47,BMW_X5Xdrive48I
BMW,X5 Xdrive50I,0.17,0.2,0.41,0.69,0.88,BMW_X5Xdrive50I
BMW,X5 Xdrivem,0.09,0.03,0.87,0.67,0.82,BMW_X5Xdrivem
BMW,X6 M,0.23,0.89,0.98,0.4,0.9,BMW_X6M
BMW,X6 M Competition,0.0,0.47,0.68,0.65,0.73,BMW_X6MCompetition
BMW,X6 M50I,0.22,0.17,0.89,0.53,0.08,BMW_X6M50I
BMW,X6 M60I Xdrive,0.93,0.32,0.12,0.22,0.96,BMW_X6M60IXdrive
BMW,X6 Sdrive35I,0.47,0.53,0.84,0.75,0.06,BMW_X6Sdrive35I
BMW,X6 Sdrive40I,0.26,0.77,0.74,0.21,0.48,BMW_X6Sdrive40I
BMW,X6 Xdrive35I,0.96,0.24,0.06,0.32,0.6,BMW_X6Xdrive35I
BMW,X6 Xdrive40I,0.88,0.18,0.7399999999999999,0.93,0.47,BMW_X6Xdrive40I
BMW,X6 Xdrive50I,0.14,0.99,0.6,0.07,0.9499999999999998,BMW_X6Xdrive50I
BMW,X6 Xdrivem,0.22,1.0,0.79,0.68,0.59,BMW_X6Xdrivem
BMW,X7 M50I,0.1,0.12,0.63,0.19,0.91,BMW_X7M50I
BMW,X7 M60I Xdrive,0.9,0.18,0.05,1.0,0.69,BMW_X7M60IXdrive
BMW,X7 Xdrive40I,0.63,0.21,0.63,0.11,0.34,BMW_X7Xdrive40I
BMW,X7 Xdrive50I,0.33,0.22,0.01,0.13,0.76,BMW_X7Xdrive50I
BMW,Xm,0.48,0.35,0.15,0.09,0.47,BMW_Xm
BMW,Z3 Coupe,0.25,0.16,0.47,0.36,0.51,BMW_Z3Coupe
BMW,Z3 Roadster,0.55,0.78,0.59,0.57,0.05,BMW_Z3Roadster
BMW,Z4 3.0I,0.72,0.48,0.98,0.04,0.75,BMW_Z43.0I
BMW,Z4 3.0Si,0.05,0.68,0.39,0.96,0.86,BMW_Z43.0Si
BMW,Z4 3.0Si Coupe,0.55,0.57,0.9,0.19,0.91,BMW_Z43.0SiCoupe
BMW,Z4 Coupe,0.61,0.9,0.84,0.8000000000000002,0.1,BMW_Z4Coupe
BMW,Z4 M Coupe,0.69,0.09,0.53,0.1,0.61,BMW_Z4MCoupe
BMW,Z4 M Roadster,0.64,0.45,0.63,0.46,0.8000000000000002,BMW_Z4MRoadster
BMW,Z4 M40I,0.36,0.91,0.22,0.07,0.03,BMW_Z4M40I
BMW,Z4 Roadster,0.66,0.6999999999999998,0.07,0.3699999999999999,0.03,BMW_Z4Roadster
BMW,Z4 Sdrive28I,0.82,0.06,0.46,0.88,0.51,BMW_Z4Sdrive28I
BMW,Z4 Sdrive30I,0.14,0.6,0.03,0.97,0.43,BMW_Z4Sdrive30I
BMW,Z4 Sdrive35I,0.27,0.38,0.8400000000000001,0.97,0.5,BMW_Z4Sdrive35I
BMW,Z4 Sdrive35Is,0.1,0.51,0.24,0.51,0.89,BMW_Z4Sdrive35Is
BMW,Z8,0.48,0.86,0.25,0.86,0.52,BMW_Z8
Chevrolet,Astro 2Wd (Cargo),0.81,0.25,0.48,0.69,0.97,Chevrolet_Astro2Wd(Cargo)
Chevrolet,Astro 2Wd (Cargo) Conversion,0.93,0.45,0.26,0.17,0.46,Chevrolet_Astro2Wd(Cargo)Conversion
Chevrolet,Astro 2Wd (Passenger),0.9,0.72,0.09,0.93,0.25,Chevrolet_Astro2Wd(Passenger)
Chevrolet,Astro Awd (Cargo),0.11,0.5,0.68,0.3,0.3,Chevrolet_AstroAwd(Cargo)
Chevrolet,Astro Awd (Cargo) Conversion,0.13,0.07,0.46,0.98,0.94,Chevrolet_AstroAwd(Cargo)Conversion
Chevrolet,Astro Awd (Passenger),0.65,0.85,0.73,0.28,0.77,Chevrolet_AstroAwd(Passenger)
Chevrolet,Avalanche 1500 2Wd,0.72,0.75,0.18,0.58,0.4899999999999999,Chevrolet_Avalanche15002Wd
Chevrolet,Avalanche 1500 4Wd,0.36,0.96,0.47,0.56,0.5,Chevrolet_Avalanche15004Wd
Chevrolet,Avalanche 1500 Awd,0.54,0.47,0.48,0.22,0.95,Chevrolet_Avalanche1500Awd
Chevrolet,Aveo,0.73,0.04,0.04,0.09,0.82,Chevrolet_Aveo
Chevrolet,Aveo 5,0.72,0.25,0.9000000000000001,0.98,0.62,Chevrolet_Aveo5
Chevrolet,Beretta,0.99,0.03,0.78,0.05,0.29,Chevrolet_Beretta
Chevrolet,Blazer 1500 4Wd,0.53,0.68,0.79,0.04,0.4,Chevrolet_Blazer15004Wd
Chevrolet,Blazer 2Wd,0.54,0.23,0.6,0.18,0.9000000000000001,Chevrolet_Blazer2Wd
Chevrolet,Blazer 4Wd,0.81,0.51,0.62,0.07,0.26,Chevrolet_Blazer4Wd
Chevrolet,Blazer Awd,0.85,0.7700000000000001,0.29,0.18,0.94,Chevrolet_BlazerAwd
Chevrolet,Blazer Ev Awd,0.16,0.83,0.8,0.31,0.05,Chevrolet_BlazerEvAwd
Chevrolet,Blazer Ev Rwd,0.28,0.75,0.97,0.71,0.46,Chevrolet_BlazerEvRwd
Chevrolet,Blazer Fwd,0.45,0.66,0.08,0.58,0.31,Chevrolet_BlazerFwd
Chevrolet,Blazer V1500 4Wd,0.94,0.6,0.74,0.75,0.58,Chevrolet_BlazerV15004Wd
Chevrolet,Bolt Euv,0.11,0.83,0.13,0.27,0.58,Chevrolet_BoltEuv
Chevrolet,Bolt Ev,0.77,0.76,0.88,0.12,0.87,Chevrolet_BoltEv
Chevrolet,C10 Pickup 2Wd,0.95,0.14,0.62,0.86,0.45,Chevrolet_C10Pickup2Wd
Chevrolet,C1500 Pickup 2Wd,0.0299999999999999,0.59,0.3799999999999999,0.8300000000000001,0.55,Chevrolet_C1500Pickup2Wd
Chevrolet,C20 Pickup 2Wd,0.15,0.43,0.87,0.38,0.9300000000000002,Chevrolet_C20Pickup2Wd
Chevrolet,C2500 Pickup 2Wd,0.05,0.65,0.49,0.6,0.16,Chevrolet_C2500Pickup2Wd
Chevrolet,Camaro,0.63,0.9,0.52,0.6399999999999999,0.45,Chevrolet_Camaro
